Gene1,Gene2
hsa-miR-107,HIF1A
hsa-miR-107,HIGD1A
hsa-miR-107,HIRA
hsa-miR-107,HLA-DMB
hsa-miR-107,HLF
hsa-miR-107,HMGA1
hsa-miR-107,HMGB2
hsa-miR-107,HOXB7
hsa-miR-107,HSF2
hsa-miR-107,HSPE1
hsa-miR-107,HTR4
hsa-miR-107,IARS
hsa-miR-107,IDNK
hsa-miR-107,IFNK
hsa-miR-107,IGSF3
hsa-miR-107,IGSF9B
hsa-miR-107,IHH
hsa-miR-107,IKBKG
hsa-miR-107,IKZF4
hsa-miR-107,IL17RE
hsa-miR-107,IL20
hsa-miR-107,IL28RA
hsa-miR-107,INSL5
hsa-miR-107,IPO9
hsa-miR-107,IRF2BP2
hsa-miR-107,IRS2
hsa-miR-107,ITGA10
hsa-miR-107,ITGA2
hsa-miR-107,ITPR1
hsa-miR-107,ITSN1
hsa-miR-107,JAKMIP2
hsa-miR-107,JHDM1D
hsa-miR-107,JOSD1
hsa-miR-107,KALRN
hsa-miR-107,KBTBD4
hsa-miR-107,KCNC4
hsa-miR-107,KCNJ2
hsa-miR-107,KCNN4
hsa-miR-107,KDM4D
hsa-miR-107,KDSR
hsa-miR-107,KIAA0247
hsa-miR-107,KIAA0317
hsa-miR-107,KIAA0528
hsa-miR-107,KIAA1033
hsa-miR-107,KIAA1045
hsa-miR-107,KIAA1804
hsa-miR-107,KIAA2018
hsa-miR-107,KIAA2022
hsa-miR-107,KIF1B
hsa-miR-107,KIF21A
hsa-miR-107,KIF23
hsa-miR-107,KIF2B
hsa-miR-107,KIF3B
hsa-miR-107,KIF5A
hsa-miR-107,KIF5C
hsa-miR-107,KLC1
hsa-miR-107,KLC4
hsa-miR-107,KLHL18
hsa-miR-107,KLHL6
hsa-miR-107,KPNA1
hsa-miR-107,KPNA4
hsa-miR-107,KRTAP11-1
hsa-miR-107,KRTAP4-4
hsa-miR-107,LAMC1
hsa-miR-107,LAPTM4A
hsa-miR-107,LATS2
hsa-miR-107,LCOR
hsa-miR-107,LIN28A
hsa-miR-107,LLGL2
hsa-miR-107,LMAN2L
hsa-miR-107,LMO4
hsa-miR-107,LONRF3
hsa-miR-107,LPHN3
hsa-miR-107,LRIG2
hsa-miR-107,LRP1
hsa-miR-107,LRP1B
hsa-miR-107,LRP2
hsa-miR-107,LRRC15
hsa-miR-107,LRRC55
hsa-miR-107,LRRC8D
hsa-miR-107,LRRN3
hsa-miR-107,LY9
hsa-miR-107,LYRM5
hsa-miR-107,M6PR
hsa-miR-107,MACF1
hsa-miR-107,MAML2
hsa-miR-107,MAMSTR
hsa-miR-107,MAN2A2
hsa-miR-107,MAP2K1
hsa-miR-107,MAP2K3
hsa-miR-107,MAP3K3
hsa-miR-107,MAP4
hsa-miR-107,MAP7
hsa-miR-107,MAPK8
hsa-miR-107,MAPK9
hsa-miR-107,MAPRE1
hsa-miR-107,MARCH3
hsa-miR-107,MASP1
hsa-miR-107,MBNL1
hsa-miR-107,MBNL2
hsa-miR-107,MCM5
hsa-miR-107,MECP2
hsa-miR-107,MED26
hsa-miR-107,MEF2D
hsa-miR-107,METTL4
hsa-miR-107,METTL9
hsa-miR-107,MFN2
hsa-miR-107,MIB1
hsa-miR-107,MIPOL1
hsa-miR-107,MLIP
hsa-miR-107,MMD
hsa-miR-107,MMP24
hsa-miR-107,MN1
hsa-miR-107,MNT
hsa-miR-107,MRRF
hsa-miR-107,MTCP1
hsa-miR-107,MTF1
hsa-miR-107,MTHFR
hsa-miR-107,MTMR4
hsa-miR-107,MTMR8
hsa-miR-107,MTSS1
hsa-miR-107,MTUS2
hsa-miR-107,MYB
hsa-miR-107,MYBL1
hsa-miR-107,MYH9
hsa-miR-107,MYLK
hsa-miR-107,MYNN
hsa-miR-107,MYO5B
hsa-miR-107,N4BP1
hsa-miR-107,NAA15
hsa-miR-107,NAA25
hsa-miR-107,NAV1
hsa-miR-107,NAV2
hsa-miR-107,NBEAL1
hsa-miR-107,NCF1
hsa-miR-107,NCKAP1L
hsa-miR-107,NCS1
hsa-miR-107,NDEL1
hsa-miR-107,NDUFV1
hsa-miR-107,NEDD9
hsa-miR-107,NEK10
hsa-miR-107,NELF
hsa-miR-107,NF1
hsa-miR-107,NFIA
hsa-miR-107,NFIL3
hsa-miR-107,NHSL1
hsa-miR-107,NIN
hsa-miR-107,NKTR
hsa-miR-107,NLGN1
hsa-miR-107,NOTCH2
hsa-miR-107,NOVA1
hsa-miR-107,NPAS2
hsa-miR-107,NR2C2
hsa-miR-107,NR4A3
hsa-miR-107,NRBP1
hsa-miR-107,NREP
hsa-miR-107,NRIP1
hsa-miR-107,NRP2
hsa-miR-107,NTRK2
hsa-miR-107,NUAK1
hsa-miR-107,NUDT3
hsa-miR-107,NUFIP2
hsa-miR-107,NUP50
hsa-miR-107,OGT
hsa-miR-107,OLFM1
hsa-miR-107,ONECUT2
hsa-miR-107,OTOGL
hsa-miR-107,OTUD4
hsa-miR-107,OTX1
hsa-miR-107,PACSIN1
hsa-miR-107,PAFAH1B1
hsa-miR-107,PAG1
hsa-miR-107,PALM2-AKAP2
hsa-miR-107,PAPD5
hsa-miR-107,PAPPA
hsa-miR-107,PCDH17
hsa-miR-107,PCGF2
hsa-miR-107,PCGF5
hsa-miR-107,PCMT1
hsa-miR-107,PDCD10
hsa-miR-107,PDE3B
hsa-miR-107,PDE4DIP
hsa-miR-107,PDIK1L
hsa-miR-107,PDK4
hsa-miR-107,PDPR
hsa-miR-107,PDYN
hsa-miR-107,PEG10
hsa-miR-107,PELI2
hsa-miR-107,PER3
hsa-miR-107,PEX5
hsa-miR-107,PHF15
hsa-miR-107,PHF20
hsa-miR-107,PHF20L1
hsa-miR-107,PHKG2
hsa-miR-107,PHYHIPL
hsa-miR-107,PI4KB
hsa-miR-107,PID1
hsa-miR-107,PIK3AP1
hsa-miR-107,PIK3R1
hsa-miR-107,PIM1
hsa-miR-107,PISD
hsa-miR-107,PITPNA
hsa-miR-107,PKN2
hsa-miR-107,PLAG1
hsa-miR-107,PLCB1
hsa-miR-107,PLD1
hsa-miR-107,PLEKHA1
hsa-miR-107,PLS3
hsa-miR-107,PLSCR4
hsa-miR-107,PLXNA2
hsa-miR-107,PMEL
hsa-miR-107,PNN
hsa-miR-107,PNPLA2
hsa-miR-107,POGLUT1
hsa-miR-107,POLD3
hsa-miR-107,POM121
hsa-miR-107,POMGNT1
hsa-miR-107,POU3F2
hsa-miR-107,POU4F2
hsa-miR-107,PPAPDC2
hsa-miR-107,PPIL4
hsa-miR-107,PPIP5K2
hsa-miR-107,PPM1E
hsa-miR-107,PPP1CA
hsa-miR-107,PPP1CC
hsa-miR-107,PPP1R12B
hsa-miR-107,PPP1R17
hsa-miR-107,PPP2R5C
hsa-miR-107,PPP3CB
hsa-miR-107,PPP4R1
hsa-miR-107,PPP4R4
hsa-miR-107,PPP6C
hsa-miR-107,PPP6R2
hsa-miR-107,PRKAB2
hsa-miR-107,PRKAG3
hsa-miR-107,PRKG1
hsa-miR-107,PRMT8
hsa-miR-107,PRPF18
hsa-miR-107,PRPF8
hsa-miR-107,PSME3
hsa-miR-107,PTCH1
hsa-miR-107,PTEN
hsa-miR-107,PTH
hsa-miR-107,PTPLB
hsa-miR-107,PTPN3
hsa-miR-107,PTPN4
hsa-miR-107,PTPRD
hsa-miR-107,PTPRK
hsa-miR-107,PTPRM
hsa-miR-107,PTPRT
hsa-miR-107,PTX3
hsa-miR-107,PURB
hsa-miR-107,PVALB
hsa-miR-107,PVRL1
hsa-miR-107,QKI
hsa-miR-107,RAB10
hsa-miR-107,RAB11FIP2
hsa-miR-107,RAB11FIP4
hsa-miR-107,RAB1B
hsa-miR-107,RAB33A
hsa-miR-107,RAB3GAP1
hsa-miR-107,RAB40B
hsa-miR-107,RAI14
hsa-miR-107,RAN
hsa-miR-107,RAP2C
hsa-miR-107,RAPGEF1
hsa-miR-107,RASGEF1B
hsa-miR-107,RASGEF1C
hsa-miR-107,RASL12
hsa-miR-107,RASSF5
hsa-miR-107,RBM24
hsa-miR-107,RCAN1
hsa-miR-107,RET
hsa-miR-107,REXO2
hsa-miR-107,RGS4
hsa-miR-107,RGS7
hsa-miR-107,RHBDL2
hsa-miR-107,RHOBTB2
hsa-miR-107,RIMS3
hsa-miR-107,RINT1
hsa-miR-107,RNF125
hsa-miR-107,RNF19A
hsa-miR-107,RNF217
hsa-miR-107,RNF38
hsa-miR-107,RNMT
hsa-miR-107,RPGRIP1L
hsa-miR-107,RPS6KA3
hsa-miR-107,RPS6KB1
hsa-miR-107,RSBN1
hsa-miR-107,RSL1D1
hsa-miR-107,RSPO3
hsa-miR-107,RTKN2
hsa-miR-107,RUNX1T1
hsa-miR-107,RUSC2
hsa-miR-107,RYBP
hsa-miR-107,SAG
hsa-miR-107,SALL1
hsa-miR-107,SALL4
hsa-miR-107,SAP130
hsa-miR-107,SATB2
hsa-miR-107,SAV1
hsa-miR-107,SCAF11
hsa-miR-107,SCAF4
hsa-miR-107,SCAMP5
hsa-miR-107,SCN1A
hsa-miR-107,SCN2A
hsa-miR-107,SCN3A
hsa-miR-107,SCN8A
hsa-miR-107,SDCBP
hsa-miR-107,SEC24A
hsa-miR-107,SEH1L
hsa-miR-107,SEMA6D
hsa-miR-107,SEPT5
hsa-miR-107,SEPT6
hsa-miR-107,SEPT8
hsa-miR-107,SERBP1
hsa-miR-107,SESN1
hsa-miR-107,SETD2
hsa-miR-107,SGCD
hsa-miR-107,SGK1
hsa-miR-107,SH2D2A
hsa-miR-107,SH3GL2
hsa-miR-107,SHROOM3
hsa-miR-107,SHROOM4
hsa-miR-107,SIDT1
hsa-miR-107,SIK2
hsa-miR-107,SIPA1L2
hsa-miR-107,SIX4
hsa-miR-107,SLC12A2
hsa-miR-107,SLC12A6
hsa-miR-107,SLC13A3
hsa-miR-107,SLC15A2
hsa-miR-107,SLC1A2
hsa-miR-107,SLC20A2
hsa-miR-107,SLC26A10
hsa-miR-107,SLC26A7
hsa-miR-107,SLC2A13
hsa-miR-107,SLC2A14
hsa-miR-107,SLC2A3
hsa-miR-107,SLC35A4
hsa-miR-107,SLC35G1
hsa-miR-107,SLC36A1
hsa-miR-107,SLC43A1
hsa-miR-107,SLC4A4
hsa-miR-107,SLC8A2
hsa-miR-107,SLC9A6
hsa-miR-107,SLITRK1
hsa-miR-107,SLITRK2
hsa-miR-107,SLN
hsa-miR-107,SMAD5
hsa-miR-107,SMARCE1
hsa-miR-107,SMEK2
hsa-miR-107,SMPD1
hsa-miR-107,SMYD5
hsa-miR-107,SNCG
hsa-miR-107,SNRK
hsa-miR-107,SNRPC
hsa-miR-107,SNX16
hsa-miR-107,SNX3
hsa-miR-107,SNX30
hsa-miR-107,SOCS6
hsa-miR-107,SOWAHC
hsa-miR-107,SP5
hsa-miR-107,SPACA1
hsa-miR-107,SPATS2L
hsa-miR-107,SPG21
hsa-miR-107,SPIN1
hsa-miR-107,SPINK5
hsa-miR-107,SPRED1
hsa-miR-107,SPRYD3
hsa-miR-107,SPSB4
hsa-miR-107,SPTBN4
hsa-miR-107,SPTLC1
hsa-miR-107,SREK1
hsa-miR-107,SRGAP1
hsa-miR-107,SRM
hsa-miR-107,SRPX
hsa-miR-107,SSH2
hsa-miR-107,ST13
hsa-miR-107,ST3GAL2
hsa-miR-107,ST8SIA1
hsa-miR-107,ST8SIA3
hsa-miR-107,STAC3
hsa-miR-107,STK38L
hsa-miR-107,STK39
hsa-miR-107,STMN1
hsa-miR-107,STOX2
hsa-miR-107,SUFU
hsa-miR-107,SUN2
hsa-miR-107,SUZ12
hsa-miR-107,SVEP1
hsa-miR-107,SYNDIG1
hsa-miR-107,SYNJ1
hsa-miR-107,SYNJ2
hsa-miR-107,SYT6
hsa-miR-107,TACC1
hsa-miR-107,TACSTD2
hsa-miR-107,TAF5
hsa-miR-107,TAGLN3
hsa-miR-107,TARBP2
hsa-miR-107,TARDBP
hsa-miR-107,TBC1D19
hsa-miR-107,TBKBP1
hsa-miR-107,TBP
hsa-miR-107,TCF3
hsa-miR-107,TDG
hsa-miR-107,TEAD1
hsa-miR-107,TFCP2L1
hsa-miR-107,TFDP1
hsa-miR-107,TGFBR3
hsa-miR-107,TGIF2
hsa-miR-107,TGM3
hsa-miR-107,TGM4
hsa-miR-107,TIAM2
hsa-miR-107,TLE1
hsa-miR-107,TLE4
hsa-miR-107,TLK1
hsa-miR-107,TMCC1
hsa-miR-107,TMEM135
hsa-miR-107,TMEM176B
hsa-miR-107,TMEM189-UBE2V1
hsa-miR-107,TMEM41A
hsa-miR-107,TMEM47
hsa-miR-107,TMEM55A
hsa-miR-107,TMEM87B
hsa-miR-107,TMPRSS4
hsa-miR-107,TNPO1
hsa-miR-107,TNRC6B
hsa-miR-107,TNS3
hsa-miR-107,TOB2
hsa-miR-107,TPD52
hsa-miR-107,TPM1
hsa-miR-107,TRAM1
hsa-miR-107,TRIM2
hsa-miR-107,TRIM68
hsa-miR-107,TRPC4AP
hsa-miR-107,TSGA10
hsa-miR-107,TSPAN5
hsa-miR-107,TSPAN8
hsa-miR-107,TSPAN9
hsa-miR-107,TTLL9
hsa-miR-107,TWF1
hsa-miR-107,UBASH3A
hsa-miR-107,UBE2C
hsa-miR-107,UBE2F
hsa-miR-107,UBE2J1
hsa-miR-107,UBE2Q1
hsa-miR-107,UBE2V1
hsa-miR-107,UBE2W
hsa-miR-107,UBE4A
hsa-miR-107,UBE4B
hsa-miR-107,UBFD1
hsa-miR-107,UBL3
hsa-miR-107,UBQLNL
hsa-miR-107,UBR3
hsa-miR-107,UBXN10
hsa-miR-107,UMOD
hsa-miR-107,UPF2
hsa-miR-107,USP10
hsa-miR-107,USP15
hsa-miR-107,USP19
hsa-miR-107,USP42
hsa-miR-107,VAMP1
hsa-miR-107,VAMP8
hsa-miR-107,VAV3
hsa-miR-107,VCL
hsa-miR-107,VCP
hsa-miR-107,VDAC2
hsa-miR-107,VEGFA
hsa-miR-107,VNN2
hsa-miR-107,VPS4A
hsa-miR-107,VWF
hsa-miR-107,WAS
hsa-miR-107,WBP11
hsa-miR-107,WDTC1
hsa-miR-107,WEE1
hsa-miR-107,WHSC1
hsa-miR-107,WIPI2
hsa-miR-107,WNT16
hsa-miR-107,WNT3A
hsa-miR-107,WNT7A
hsa-miR-107,WWP1
hsa-miR-107,YRDC
hsa-miR-107,YTHDC1
hsa-miR-107,YWHAH
hsa-miR-107,ZBTB10
hsa-miR-107,ZBTB34
hsa-miR-107,ZBTB39
hsa-miR-107,ZBTB46
hsa-miR-107,ZC3H12B
hsa-miR-107,ZC3H12C
hsa-miR-107,ZC3H7B
hsa-miR-107,ZCCHC2
hsa-miR-107,ZCCHC3
hsa-miR-107,ZDHHC16
hsa-miR-107,ZDHHC2
hsa-miR-107,ZDHHC3
hsa-miR-107,ZFPM2
hsa-miR-107,ZHX1
hsa-miR-107,ZHX3
hsa-miR-107,ZIC1
hsa-miR-107,ZKSCAN1
hsa-miR-107,ZMYM2
hsa-miR-107,ZNF10
hsa-miR-107,ZNF326
hsa-miR-107,ZNF449
hsa-miR-107,ZNF474
hsa-miR-107,ZNF654
hsa-miR-107,ZNF711
hsa-miR-107,ZNRF2
hsa-miR-107,ZSCAN22
hsa-miR-107,ZYX
hsa-miR-10a,ABCA1
hsa-miR-10a,ACAD11
hsa-miR-10a,ACPP
hsa-miR-10a,ACTG1
hsa-miR-10a,ADRB3
hsa-miR-10a,AKAP10
hsa-miR-10a,ALPL
hsa-miR-10a,ANK1
hsa-miR-10a,ANKFY1
hsa-miR-10a,ANXA13
hsa-miR-10a,AP3M1
hsa-miR-10a,APOD
hsa-miR-10a,APPBP2
hsa-miR-10a,ARHGAP12
hsa-miR-10a,ARHGEF11
hsa-miR-10a,ARNT
hsa-miR-10a,ARPC1A
hsa-miR-10a,ARRDC3
hsa-miR-10a,ARSJ
hsa-miR-10a,ASB16
hsa-miR-10a,ATP5F1
hsa-miR-10a,BACH2
hsa-miR-10a,BAP1
hsa-miR-10a,BAZ2B
hsa-miR-10a,BCAS3
hsa-miR-10a,BCKDK
hsa-miR-10a,BCL2L11
hsa-miR-10a,BCL6
hsa-miR-10a,BDNF
hsa-miR-10a,BTBD11
hsa-miR-10a,BTRC
hsa-miR-10a,C10orf68
hsa-miR-10a,C14orf37
hsa-miR-10a,C16orf48
hsa-miR-10a,C16orf57
hsa-miR-10a,CADM1
hsa-miR-10a,CALCR
hsa-miR-10a,CAMK2G
hsa-miR-10a,CATSPERD
hsa-miR-10a,CCDC88A
hsa-miR-10a,CEP350
hsa-miR-10a,CHST4
hsa-miR-10a,CLDN4
hsa-miR-10a,CNN1
hsa-miR-10a,CNOT6
hsa-miR-10a,CNTFR
hsa-miR-10a,COL24A1
hsa-miR-10a,COPS7B
hsa-miR-10a,CRADD
hsa-miR-10a,CRLF3
hsa-miR-10a,CSAG2
hsa-miR-10a,CSMD1
hsa-miR-10a,CTDSPL
hsa-miR-10a,CTNNBIP1
hsa-miR-10a,DAZAP1
hsa-miR-10a,DOC2A
hsa-miR-10a,DOCK11
hsa-miR-10a,DUS2L
hsa-miR-10a,E2F3
hsa-miR-10a,EBF1
hsa-miR-10a,EBF2
hsa-miR-10a,ELAVL2
hsa-miR-10a,ELOVL6
hsa-miR-10a,EPHA8
hsa-miR-10a,ERI3
hsa-miR-10a,ESRRG
hsa-miR-10a,FAIM3
hsa-miR-10a,FAM116A
hsa-miR-10a,FAM5B
hsa-miR-10a,FCRL3
hsa-miR-10a,FHL3
hsa-miR-10a,FIGN
hsa-miR-10a,FKBP15
hsa-miR-10a,FLRT2
hsa-miR-10a,FNBP1L
hsa-miR-10a,FXR2
hsa-miR-10a,GABRB2
hsa-miR-10a,GALNT1
hsa-miR-10a,GATA6
hsa-miR-10a,GDA
hsa-miR-10a,GEMIN8
hsa-miR-10a,GFOD2
hsa-miR-10a,GOLGA3
hsa-miR-10a,GRAMD1B
hsa-miR-10a,GRAP2
hsa-miR-10a,GRM3
hsa-miR-10a,GTF2H1
hsa-miR-10a,GTF2I
hsa-miR-10a,H3F3B
hsa-miR-10a,HAS3
hsa-miR-10a,HCN1
hsa-miR-10a,HDAC8
hsa-miR-10a,HIVEP2
hsa-miR-10a,HLA-DPB1
hsa-miR-10a,HLA-E
hsa-miR-10a,HNRNPK
hsa-miR-10a,HOXA1
hsa-miR-10a,HOXA3
hsa-miR-10a,HOXB3
hsa-miR-10a,HOXD10
hsa-miR-10a,HS6ST2
hsa-miR-10a,ID4
hsa-miR-10a,IGBP1
hsa-miR-10a,IL1RAPL1
hsa-miR-10a,INSM2
hsa-miR-10a,ITGB8
hsa-miR-10a,JARID2
hsa-miR-10a,KCNH5
hsa-miR-10a,KCNN2
hsa-miR-10a,KCTD16
hsa-miR-10a,KCTD18
hsa-miR-10a,KLF11
hsa-miR-10a,LAMP5
hsa-miR-10a,LATS1
hsa-miR-10a,LHFPL4
hsa-miR-10a,LPHN1
hsa-miR-10a,LST1
hsa-miR-10a,LTBP1
hsa-miR-10a,LYZL6
hsa-miR-10a,MACF1
hsa-miR-10a,MAGEC2
hsa-miR-10a,MAP3K7
hsa-miR-10a,MAPKBP1
hsa-miR-10a,MAPRE1
hsa-miR-10a,MDGA2
hsa-miR-10a,MRPS12
hsa-miR-10a,MRPS18A
hsa-miR-10a,MTMR3
hsa-miR-10a,MYBL1
hsa-miR-10a,MYBPC3
hsa-miR-10a,MYT1L
hsa-miR-10a,NCOA6
hsa-miR-10a,NCOR1
hsa-miR-10a,NCOR2
hsa-miR-10a,NDUFA4
hsa-miR-10a,NFASC
hsa-miR-10a,NFAT5
hsa-miR-10a,NKX3-1
hsa-miR-10a,NR4A3
hsa-miR-10a,NRP2
hsa-miR-10a,NSL1
hsa-miR-10a,ODZ2
hsa-miR-10a,PAFAH1B1
hsa-miR-10a,PALM2-AKAP2
hsa-miR-10a,PARPBP
hsa-miR-10a,PDE4DIP
hsa-miR-10a,PHF17
hsa-miR-10a,PHF20L1
hsa-miR-10a,PIK3CA
hsa-miR-10a,PIWIL3
hsa-miR-10a,PLA1A
hsa-miR-10a,PLA2G15
hsa-miR-10a,PLA2G3
hsa-miR-10a,PLCXD2
hsa-miR-10a,POMT2
hsa-miR-10a,POPDC2
hsa-miR-10a,PPAPDC3
hsa-miR-10a,PPP1R14C
hsa-miR-10a,PRRG2
hsa-miR-10a,PRRT3
hsa-miR-10a,PSD
hsa-miR-10a,PURB
hsa-miR-10a,PURG
hsa-miR-10a,PVRL2
hsa-miR-10a,RABEP1
hsa-miR-10a,RAP2A
hsa-miR-10a,RB1CC1
hsa-miR-10a,RBM27
hsa-miR-10a,RBM5
hsa-miR-10a,RHOV
hsa-miR-10a,RNF165
hsa-miR-10a,RNF186
hsa-miR-10a,RNF20
hsa-miR-10a,RNF7
hsa-miR-10a,RPS29
hsa-miR-10a,RPUSD4
hsa-miR-10a,RUSC2
hsa-miR-10a,RYBP
hsa-miR-10a,SAMD13
hsa-miR-10a,SCGB2A2
hsa-miR-10a,SCUBE2
hsa-miR-10a,SDC1
hsa-miR-10a,SEC61B
hsa-miR-10a,SEMA4C
hsa-miR-10a,SLC23A3
hsa-miR-10a,SLC25A1
hsa-miR-10a,SLC28A1
hsa-miR-10a,SLC38A2
hsa-miR-10a,SMAP1
hsa-miR-10a,SMTNL2
hsa-miR-10a,SOBP
hsa-miR-10a,SON
hsa-miR-10a,SRSF1
hsa-miR-10a,SS18L2
hsa-miR-10a,ST7L
hsa-miR-10a,STK19
hsa-miR-10a,STK24
hsa-miR-10a,STX5
hsa-miR-10a,SUFU
hsa-miR-10a,SVOP
hsa-miR-10a,TBC1D22B
hsa-miR-10a,TBX5
hsa-miR-10a,TCP1
hsa-miR-10a,TFAP2C
hsa-miR-10a,TIAM1
hsa-miR-10a,TMEM132B
hsa-miR-10a,TMEM132E
hsa-miR-10a,TMEM167B
hsa-miR-10a,TMEM183B
hsa-miR-10a,TMEM27
hsa-miR-10a,TMEM62
hsa-miR-10a,TMEM87A
hsa-miR-10a,TMOD1
hsa-miR-10a,TNC
hsa-miR-10a,TNFRSF11B
hsa-miR-10a,TNRC6B
hsa-miR-10a,TRIM2
hsa-miR-10a,TRIM39
hsa-miR-10a,TRMT2B
hsa-miR-10a,TRO
hsa-miR-10a,TRPM4
hsa-miR-10a,TSEN34
hsa-miR-10a,UBE2I
hsa-miR-10a,USF2
hsa-miR-10a,USP34
hsa-miR-10a,USP46
hsa-miR-10a,VDAC1
hsa-miR-10a,VEGFB
hsa-miR-10a,VEZT
hsa-miR-10a,WISP3
hsa-miR-10a,WIZ
hsa-miR-10a,WNK3
hsa-miR-10a,WRN
hsa-miR-10a,XRN1
hsa-miR-10a,ZBTB22
hsa-miR-10a,ZDHHC17
hsa-miR-10a,ZMYND11
hsa-miR-10a,ZNF367
hsa-miR-10a,ZNF445
hsa-miR-10a,ZNF608
hsa-miR-10b,ABT1
hsa-miR-10b,ACAD11
hsa-miR-10b,ACPP
hsa-miR-10b,ACTG1
hsa-miR-10b,ADAMTS1
hsa-miR-10b,AIM1L
hsa-miR-10b,AKAP10
hsa-miR-10b,ALPL
hsa-miR-10b,ANK1
hsa-miR-10b,ANKFY1
hsa-miR-10b,ANKRD13A
hsa-miR-10b,ANXA13
hsa-miR-10b,APOD
hsa-miR-10b,APPBP2
hsa-miR-10b,ARHGAP12
hsa-miR-10b,ARIH2
hsa-miR-10b,ARNT
hsa-miR-10b,ARPC1A
hsa-miR-10b,ARRDC3
hsa-miR-10b,ARSJ
hsa-miR-10b,ASB16
hsa-miR-10b,ATL2
hsa-miR-10b,ATOH8
hsa-miR-10b,ATP5F1
hsa-miR-10b,ATXN2
hsa-miR-10b,BACH2
hsa-miR-10b,BAP1
hsa-miR-10b,BAZ2B
hsa-miR-10b,BCAS3
hsa-miR-10b,BCKDK
hsa-miR-10b,BCL2L11
hsa-miR-10b,BCL6
hsa-miR-10b,BDNF
hsa-miR-10b,C10orf68
hsa-miR-10b,C14orf37
hsa-miR-10b,C16orf48
hsa-miR-10b,C21orf7
hsa-miR-10b,CADM1
hsa-miR-10b,CAMK2G
hsa-miR-10b,CATSPERD
hsa-miR-10b,CBWD5
hsa-miR-10b,CCDC88A
hsa-miR-10b,CD84
hsa-miR-10b,CECR6
hsa-miR-10b,CEP350
hsa-miR-10b,CEPT1
hsa-miR-10b,CHST4
hsa-miR-10b,CNN1
hsa-miR-10b,CNOT6
hsa-miR-10b,CNTFR
hsa-miR-10b,COL24A1
hsa-miR-10b,COPS7B
hsa-miR-10b,CRADD
hsa-miR-10b,CRLF3
hsa-miR-10b,CSMD1
hsa-miR-10b,CTDSPL
hsa-miR-10b,CTNNBIP1
hsa-miR-10b,CYP11B2
hsa-miR-10b,DAZAP1
hsa-miR-10b,DHX32
hsa-miR-10b,DOC2A
hsa-miR-10b,DOCK11
hsa-miR-10b,DUS2L
hsa-miR-10b,DUSP5
hsa-miR-10b,E2F3
hsa-miR-10b,EBF2
hsa-miR-10b,ELAVL2
hsa-miR-10b,ELOVL6
hsa-miR-10b,EPHA8
hsa-miR-10b,ERI3
hsa-miR-10b,ERLIN2
hsa-miR-10b,ESRRG
hsa-miR-10b,FAIM3
hsa-miR-10b,FAM116A
hsa-miR-10b,FAM5B
hsa-miR-10b,FHL3
hsa-miR-10b,FIGN
hsa-miR-10b,FKBP15
hsa-miR-10b,FLRT2
hsa-miR-10b,FNBP1L
hsa-miR-10b,FUZ
hsa-miR-10b,FXR2
hsa-miR-10b,GABRB2
hsa-miR-10b,GALNT1
hsa-miR-10b,GATA3
hsa-miR-10b,GATA6
hsa-miR-10b,GDA
hsa-miR-10b,GEMIN8
hsa-miR-10b,GFOD2
hsa-miR-10b,GOLGA3
hsa-miR-10b,GRAMD1B
hsa-miR-10b,GRAP2
hsa-miR-10b,GRM3
hsa-miR-10b,GTF2H1
hsa-miR-10b,GTF2I
hsa-miR-10b,H3F3B
hsa-miR-10b,HAS3
hsa-miR-10b,HCN1
hsa-miR-10b,HIVEP2
hsa-miR-10b,HLA-DPB1
hsa-miR-10b,HLA-E
hsa-miR-10b,HNF4G
hsa-miR-10b,HNRNPK
hsa-miR-10b,HOXA1
hsa-miR-10b,HOXA3
hsa-miR-10b,HOXB3
hsa-miR-10b,HOXD10
hsa-miR-10b,HS1BP3
hsa-miR-10b,HS6ST2
hsa-miR-10b,ID4
hsa-miR-10b,IGF2BP2
hsa-miR-10b,IL10
hsa-miR-10b,IL1RAPL1
hsa-miR-10b,INSM2
hsa-miR-10b,ISG20
hsa-miR-10b,ITGB8
hsa-miR-10b,ITSN1
hsa-miR-10b,JARID2
hsa-miR-10b,JPH2
hsa-miR-10b,KBTBD7
hsa-miR-10b,KCNE4
hsa-miR-10b,KCNH5
hsa-miR-10b,KCTD13
hsa-miR-10b,KCTD16
hsa-miR-10b,KCTD18
hsa-miR-10b,KDM4A
hsa-miR-10b,KLF11
hsa-miR-10b,KLF4
hsa-miR-10b,KRT10
hsa-miR-10b,L3MBTL3
hsa-miR-10b,LAMP5
hsa-miR-10b,LATS1
hsa-miR-10b,LHFPL4
hsa-miR-10b,LMBR1L
hsa-miR-10b,LPHN1
hsa-miR-10b,LRP10
hsa-miR-10b,LST1
hsa-miR-10b,LTBP1
hsa-miR-10b,LYZL6
hsa-miR-10b,MAGEC2
hsa-miR-10b,MAPKBP1
hsa-miR-10b,MAPRE1
hsa-miR-10b,MBNL2
hsa-miR-10b,MDGA2
hsa-miR-10b,MRPS12
hsa-miR-10b,MRPS18A
hsa-miR-10b,MTF1
hsa-miR-10b,MTMR3
hsa-miR-10b,MYBL1
hsa-miR-10b,MYOD1
hsa-miR-10b,MYT1L
hsa-miR-10b,NCOA6
hsa-miR-10b,NCOR1
hsa-miR-10b,NCOR2
