,pval,variance
GGCT,0.0,2.376280769998051
QRSL1,0.0,2.3756687037833815
SDR39U1,0.0,2.375143818877424
CWC27,0.0,2.3727456050983764
COMMD2,0.0,2.36948983831494
YEATS4,0.0,2.3670098673340587
TESPA1,0.0,2.3664370775812564
UBE2G2,0.0,2.3658746114374964
CKS1B,0.0,2.365706352821313
EXOSC7,0.0,2.365158455595746
GON4L,0.0,2.363978701740509
ISCA1,0.0,2.363534642168354
TBPL1,0.0,2.363045542614456
KDM5A,0.0,2.3626500804629713
RPP38,0.0,2.36226249072581
ELMO1,0.0,2.361942787472625
UBE2R2,0.0,2.361445239482123
SEC61A1,0.0,2.3598987986184667
SAR1A,0.0,2.359747404223513
EEF1E1,0.0,2.357371006064285
PNKP,0.0,2.3563743529068684
UBQLN1,0.0,2.3561655270584185
HSPA1A,0.0,2.3560175669122048
KRR1,0.0,2.3559462957297264
PIGP,0.0,2.355736181823755
DIMT1,0.0,2.3550172461654912
MED29,0.0,2.3548806491843797
CHD4,0.0,2.354360960808372
FAM207A,0.0,2.3540093374057904
RP11-660L16.2,0.0,2.35365976873432
ALG5,0.0,2.3528733817100482
MRFAP1L1,0.0,2.352848337869395
NXF1,0.0,2.3528169205645004
YIF1B,0.0,2.3526971353184005
PSMG3,0.0,2.3524451107692164
RP1-313I6.12,0.0,2.351929142166104
INSIG1,0.0,2.34970830934776
ST6GAL1,0.0,2.3492110232279386
CSF1R,0.0,2.3483666625155513
TMEM183A,0.0,2.347562648425327
WDR13,0.0,2.3443296623838754
YAF2,0.0,2.3442650474873314
RASSF3,0.0,2.343770845170728
GALT,0.0,2.3421978067267544
TMEM50B,0.0,2.341161064528712
RNU12,0.0,2.3400290738523157
DDAH2,0.0,2.3392757175676366
HMOX1,0.0,2.33911439033713
PJA2,0.0,2.338002204927164
AFF4,0.0,2.336920560392467
FCER2,0.0,2.336383476363386
TMEM55B,0.0,2.334892375846789
TEN1,0.0,2.334528473556413
MIB2,0.0,2.3339418266521816
NDUFAF4,0.0,2.332796038154537
NFE2L2,0.0,2.33230540226932
DNTTIP1,0.0,2.33204565391034
CREG1,0.0,2.329352273410625
FUOM,0.0,2.3282271345538694
ZCCHC7,0.0,2.3276004173263027
PPM1M,0.0,2.326659630191968
PIAS1,0.0,2.3264624739722426
SH3BP2,0.0,2.3255674481836954
FAM195A,0.0,2.3250487137109634
CNOT8,0.0,2.324989206207699
BRD9,0.0,2.3242941779055366
GS1-251I9.4,0.0,2.322908236131081
HAUS4,0.0,2.322263374788909
ID3,0.0,2.319335578201447
TAX1BP3,0.0,2.319313179969176
MRPL49,0.0,2.3182154541477322
TMEM18,0.0,2.317480390066732
KLRD1,0.0,2.3167028922632507
PTPRA,0.0,2.3166560091399884
C11orf21,0.0,2.316545231221309
USB1,0.0,2.316376990678235
ZNF131,0.0,2.3158172995742374
TBC1D1,0.0,2.3157844941130317
CCAR1,0.0,2.3139814713215845
TARDBP,0.0,2.3124043301615895
COA5,0.0,2.3121323070774618
HAUS1,0.0,2.311925637266771
ABLIM1,0.0,2.311506096282249
ABHD3,0.0,2.3114839290871547
DNM2,0.0,2.3111017744953535
ARAF,0.0,2.311022379022189
SDHAF1,0.0,2.309790064195632
CDKN2AIPNL,0.0,2.3063562601657166
LCMT1,0.0,2.304433302217001
CINP,0.0,2.30394743165897
ALG13,0.0,2.303510597792306
ABCF1,0.0,2.3004034374009286
RHBDD2,0.0,2.2998251560738825
IFNAR1,0.0,2.298855664744161
STIP1,0.0,2.2982117544497336
EPM2AIP1,0.0,2.298165458308533
RAB11FIP1,0.0,2.295727685816147
CBWD1,0.0,2.295418068378776
CIAPIN1,0.0,2.2954000337538885
CHMP7,0.0,2.2924007241846445
OSBPL8,0.0,2.2909879082091624
PRPF19,0.0,2.2906047045238083
EPS15,0.0,2.290524725280478
DESI1,0.0,2.2889515471082955
NIPA2,0.0,2.2886583658722865
RBM7,0.0,2.2885813418566108
ABHD17A,0.0,2.288248458466299
KIAA1143,0.0,2.287543404343474
MALSU1,0.0,2.287381185116499
ECSIT,0.0,2.2869727055855935
DDX19B,0.0,2.2866331519316363
TOP1,0.0,2.2858850506936386
SNN,0.0,2.284920765338408
ORAI3,0.0,2.2833439254756
SAMM50,0.0,2.2830145733073586
ANKRD10,0.0,2.282549975589644
TSEN54,0.0,2.2824543000801785
SPNS1,0.0,2.281997767463256
CSRP1,0.0,2.281472635206366
NELL2,0.0,2.2811094677479122
RBM6,0.0,2.279518849042329
SLC35B1,0.0,2.2772488154825252
WDR46,0.0,2.276398461176063
AP2A1,0.0,2.275063094246627
PASK,0.0,2.275061722410289
TMEM176B,0.0,2.2746237126114224
NME1,0.0,2.2745001567572105
RNF125,0.0,2.2744867172082617
DHX9,0.0,2.2740482740464394
PRAM1,0.0,2.2738435929643193
PRDM2,0.0,2.273390451810163
ELP5,0.0,2.2712682052518787
ARFGAP3,0.0,2.270514322126957
CHID1,0.0,2.270477704161338
CEBPZ,0.0,2.2694821276105994
FYTTD1,0.0,2.2683850364864444
NKAP,0.0,2.2670440322833185
PSMD12,0.0,2.266755282169706
ATG16L2,0.0,2.2663859365630787
SRSF6,0.0,2.265380898248218
PREX1,0.0,2.2646497527544116
ID1,0.0,2.2641929401463576
HECTD1,0.0,2.2641796776335146
ATP2A3,0.0,2.2621356544164115
CLEC7A,0.0,2.2615123185028705
BCCIP,0.0,2.2611843114439925
MRPL45,0.0,2.261179286262809
RECQL,0.0,2.260244865361164
BPTF,0.0,2.2594168864510826
STX12,0.0,2.25854087824993
PAPD4,0.0,2.256687727931055
WDR45B,0.0,2.2560755532305885
C1orf35,0.0,2.2557236693394227
GAPT,0.0,2.2549598996581275
GPBAR1,0.0,2.254143527071287
NIPSNAP3A,0.0,2.2540744019065198
UBQLN2,0.0,2.2536442070766345
CHMP1A,0.0,2.253591392566384
ZNF259,0.0,2.2535787090765673
C7orf55,0.0,2.2535106790267916
TMEM138,0.0,2.253082932237884
RBM5,0.0,2.25243618582496
MRPS25,0.0,2.2508269039136057
NAT9,0.0,2.2486132537635877
RPL5,0.0,2.245529430356813
HK1,0.0,2.2444353691372636
ITM2C,0.0,2.2444237588426597
CDS2,0.0,2.2444002686378988
ARID1A,0.0,2.2422229343838356
FUBP1,0.0,2.239237277153265
FAM58A,0.0,2.2387976783515176
INPP4B,0.0,2.238030944669779
PAIP1,0.0,2.2369163567434396
LGALS3BP,0.0,2.2368646837226613
TAP2-1,0.0,2.236580064174986
MRPL37,0.0,2.2365509839873035
SLC25A26,0.0,2.2362581890615263
S100A12,0.0,2.2362092471081296
BRD7,0.0,2.23603047291027
RIC8A,0.0,2.2346679123893183
RIPK2,0.0,2.2337685329874937
GNPTG,0.0,2.233710391973036
MRPL46,0.0,2.231870499272193
RP11-220I1.1,0.0,2.2310027922464757
KIF22,0.0,2.229933427072219
MED15,0.0,2.229287211551799
TMEM223,0.0,2.2291285671365713
IVNS1ABP,0.0,2.228143011587044
KAT8,0.0,2.227141244262599
TMEM106B,0.0,2.2269579759371814
TMEM70,0.0,2.2267380471183933
LYRM2,0.0,2.2263098632732543
PILRB,0.0,2.2260122101405355
HELZ2,0.0,2.2238100371172504
TNFRSF25,0.0,2.2231558619302607
COMMD4,0.0,2.2231268533980617
LPAR6,0.0,2.2230540707348108
ARHGEF3,0.0,2.222473637611158
CHST11,0.0,2.222176794206283
CHD9,0.0,2.2218787498887465
MRPS22,0.0,2.2216690148476705
HNRNPAB,0.0,2.2211968784016753
C16orf80,0.0,2.220528743068976
LARP1,0.0,2.2195385454898098
FOLR3,0.0,2.2164856288031225
PDZD11,0.0,2.2162912705025892
MPP1,0.0,2.214961148089909
TPRKB,0.0,2.2141430484933835
ACYP2,0.0,2.2132770378920403
LMNA,0.0,2.213091854365831
TSEN15,0.0,2.2123901875809615
KIAA0040,0.0,2.2118720799191576
ZDHHC4,0.0,2.211584518183359
TOR2A,0.0,2.2094017976697207
NTAN1,0.0,2.207262113291729
ACBD6,0.0,2.2071909985366824
CUX1,0.0,2.2067984532985454
ASCL2,0.0,2.206559735807487
IMMT,0.0,2.2063785137771
VAMP7,0.0,2.205405735481458
GABARAPL1,0.0,2.204548809476198
DTYMK,0.0,2.203871770121538
DLD,0.0,2.2038101549920137
THUMPD1,0.0,2.203800466190656
TNFAIP2,0.0,2.2036539006514952
PDXK,0.0,2.202697235365672
CMAS,0.0,2.2026277399087135
HEBP1,0.0,2.2008585389264423
PAFAH1B1,0.0,2.1998292268186668
ANKRD13A,0.0,2.1997216934171546
SRP54,0.0,2.1988652067176115
TMA16,0.0,2.19848976065157
ERGIC1,0.0,2.198292976159941
CD320,0.0,2.1976566746971433
MIR4435-1HG,0.0,2.1974038022976785
LGALS8,0.0,2.1953277604544206
ZMYM2,0.0,2.19523262397683
SIRT2,0.0,2.1950312030768986
ARMC10,0.0,2.1946064682207496
RPS10,0.0,2.19379437546032
ITGB1,0.0,2.19365395578799
GFER,0.0,2.1930392645369072
SMARCA5,0.0,2.192551473992828
CARS,0.0,2.192327879953364
SMAD2,0.0,2.192223605232633
DSCR3,0.0,2.192019461260324
PSMG4,0.0,2.191754321942165
FAM46A,0.0,2.189867768081155
FAM136A,0.0,2.187765965934907
SPTSSA,0.0,2.1872058331031465
SEC31A,0.0,2.1868974674550223
CD59,0.0,2.1859515555602917
NLRC5,0.0,2.1840303189945747
RP11-489E7.4,0.0,2.183619389220116
UTP18,0.0,2.183406591401423
PWP1,0.0,2.1829045613824496
ERI3,0.0,2.182210389148736
SH2D2A,0.0,2.182056771285476
RNF11,0.0,2.181111704225148
THAP9-AS1,0.0,2.1802223363883666
TRMT10C,0.0,2.1795792754273813
CD28,0.0,2.1785584552644024
RAB37,0.0,2.1783613678637166
APEH,0.0,2.178334423220562
CORO7,0.0,2.177622713185493
SLC39A3,0.0,2.1775100469352995
TPMT,0.0,2.176994237096882
RPA1,0.0,2.1768379566511524
YTHDC1,0.0,2.176235990684364
EPB41,0.0,2.175914011160677
MRPS9,0.0,2.1757440314137155
NCF4,0.0,2.174769597582898
ANKRD13D,0.0,2.1740481687213125
VPS26A,0.0,2.1736954452261132
CD40,0.0,2.1730153199821673
ACAT2,0.0,2.170282794091448
AZIN1,0.0,2.16794068882216
BLOC1S6,0.0,2.1673248441128097
RCBTB2,0.0,2.16339732316573
MZT1,0.0,2.16330296952337
HEBP2,0.0,2.162317251767547
ZDHHC6,0.0,2.162181950802877
NOA1,0.0,2.1609652593997994
B4GALT3,0.0,2.1607208066730714
DDX54,0.0,2.159571642460787
DDX1,0.0,2.1587505374648206
DNAJB2,0.0,2.1585318593516134
VPS36,0.0,2.157057162570431
IL4R,0.0,2.1568454531515364
UBE2Q2,0.0,2.1560297931050587
NFATC2IP,0.0,2.155876175778165
EXOSC5,0.0,2.1550594426906216
PHKG2,0.0,2.1549288559908346
GNPAT,0.0,2.1523233251119223
ARHGAP1,0.0,2.151691614300866
RALBP1,0.0,2.1515558969680737
ACAT1,0.0,2.151507076509968
RAB1B,0.0,2.1506951222318396
PGP,0.0,2.150149814085772
TMEM222,0.0,2.1496218176221285
IRAK4,0.0,2.1471838718690526
PYHIN1,0.0,2.145603091942798
PARP8,0.0,2.145569761178716
POMC,0.0,2.145483464189523
ISOC2,0.0,2.1446817128231004
CCND2,0.0,2.1436913561382935
BCL2L13,0.0,2.1431240647432657
TMOD3,0.0,2.1431013031418638
PRR5,0.0,2.1428028221719764
TTC17,0.0,2.1421348132355655
NPM3,0.0,2.1418582208724315
CRIP2,0.0,2.1411483485512046
RPL31,0.0,2.1400439667557065
KLRB1,0.0,2.1396255951771272
YIPF5,0.0,2.1396027735644054
DPH3,0.0,2.138855765504714
TRIM8,0.0,2.1385765469727196
ACTN4,0.0,2.137666776738887
MAT2A,0.0,2.1376180381419014
ZDHHC3,0.0,2.1368783094492296
ZMAT5,0.0,2.134985191441235
NLRP1,0.0,2.1340677914145716
LINC00176,0.0,2.134040122075965
TAPBPL,0.0,2.1332019222091727
BIRC6,0.0,2.1329015613882762
ITFG1,0.0,2.132494128514641
LPIN1,0.0,2.132441045840659
LRRC59,0.0,2.131682686609535
RP11-1094M14.11,0.0,2.1313933237249403
CRLS1,0.0,2.129910920639298
MRPS18A,0.0,2.127221935536669
PCNA,0.0,2.124527553570367
GPN3,0.0,2.124200334571964
A1BG,0.0,2.1235332795611077
MTFP1,0.0,2.1228987675488455
DAPP1,0.0,2.1221760907912057
TMEM60,0.0,2.1205383802143554
OCEL1,0.0,2.1204381048978838
LILRA3,0.0,2.1194729450772396
POLD2,0.0,2.1187441236870423
NSRP1,0.0,2.118572104715985
MCMBP,0.0,2.1184410800470443
GARS,0.0,2.1184170930687065
CMSS1,0.0,2.1184072614307055
PHC3,0.0,2.118036896095152
DAP,0.0,2.117529366635138
HDDC3,0.0,2.1170298213344854
CD84,0.0,2.117011691698381
ATG4B,0.0,2.116747184909919
MPV17,0.0,2.1166912797741353
TMEM167B,0.0,2.116616436538018
ZNF101,0.0,2.1161210109014026
DMAP1,0.0,2.114141001234294
MIS18BP1,0.0,2.1125497837838854
MGAT2,0.0,2.1123366111407615
CTNNBIP1,0.0,2.112194672136071
RRS1,0.0,2.111927079729496
RUFY1,0.0,2.1114554510235712
CCNK,0.0,2.110362247422196
CD300E,0.0,2.1103268473276477
VSTM1,0.0,2.1094934494672577
DCP2,0.0,2.1090885655622214
SUPT5H,0.0,2.108942761121712
KDM2A,0.0,2.108676499575637
RPUSD3,0.0,2.108650044837698
SLC50A1,0.0,2.1084787423063425
AP2B1,0.0,2.1079006202604162
HOTAIRM1,0.0,2.1075615888859844
ZCCHC11,0.0,2.1075262540073165
AKTIP,0.0,2.106923400857111
SLC20A1,0.0,2.1068935784870004
DPM3,0.0,2.1055791406406743
VAV1,0.0,2.104578840958092
CXXC1,0.0,2.10355014770597
DDX3Y,0.0,2.103286908462309
C12orf65,0.0,2.103051166702843
TBC1D10A,0.0,2.1027780946046684
SDAD1,0.0,2.1025491110154713
DDB1,0.0,2.1018763528294113
SRP68,0.0,2.0990348229950007
MRPL17,0.0,2.0989407839402365
SKAP2,0.0,2.0984429997623173
DHX29,0.0,2.0976538006862366
TRPV2,0.0,2.0975883108716897
CD302,0.0,2.0969818964924576
DCAF13,0.0,2.095837463053537
NME1-NME2,0.0,2.0957778628975827
PIK3R1,0.0,2.095580865347777
ZNF593,0.0,2.0954858082271905
ACOT8,0.0,2.0951010834443022
KAT5,0.0,2.0937736364817887
USP14,0.0,2.093129093472161
NIPBL,0.0,2.0924504360767013
SULT1A1,0.0,2.0922551681556523
NUPL2,0.0,2.0918612164279593
TIA1,0.0,2.0917035368518127
CMPK2,0.0,2.0915367330991486
RNF216,0.0,2.0912328116015124
NACA,0.0,2.0907877907096837
IER5,0.0,2.090400553046787
RELA,0.0,2.089493254896274
MARCH5,0.0,2.0888389863200527
ME2,0.0,2.0858225073850134
SLC35C2,0.0,2.0853742027688926
SMEK2,0.0,2.084652238225442
SLC39A1,0.0,2.0837880348437996
MAP3K11,0.0,2.0829948753127923
AP1G2,0.0,2.081394335081438
MKNK2,0.0,2.0811497894576476
SCAF4,0.0,2.0810883972136267
KANSL1,0.0,2.080964065863023
CDK11A,0.0,2.0808376564860125
FBP1,0.0,2.0801548790193714
AP1M1,0.0,2.078857180557554
NMT1,0.0,2.0786749019656336
TNFRSF4,0.0,2.0783620404923777
PPP2R2A,0.0,2.0782208588472413
ARMC1,0.0,2.07821721996901
NUP160,0.0,2.077417220516904
BTN3A1,0.0,2.076966937196011
RP1-3J17.3,0.0,2.0762700038919335
PCM1,0.0,2.0762533347784315
TIPRL,0.0,2.0758503915391704
GDI1,0.0,2.07566946487633
COASY,0.0,2.075207387174796
XCL2,0.0,2.0749960142729167
RPL35,0.0,2.0748590235303865
MFSD1,0.0,2.074411095928096
SIRPG,0.0,2.073016434919123
WDR77,0.0,2.0719832184746254
ZDHHC7,0.0,2.0704598371873275
JMJD6,0.0,2.069577674877151
PCED1B,0.0,2.0692890641028754
C1orf52,0.0,2.069244761686335
FAM105A,0.0,2.0690059280837128
FXN,0.0,2.068428443537414
ZBP1,0.0,2.0683407133419687
RP3-395M20.12,0.0,2.0681137707712307
PARP12,0.0,2.0674936397199426
MRPS2,0.0,2.0669279905303064
ATP5S,0.0,2.0659674172655813
NIPAL3,0.0,2.0654971233726314
RIOK3,0.0,2.064688194007625
PRAF2,0.0,2.0623591232804697
WHAMM,0.0,2.0622312427738314
TOMM40,0.0,2.0620807372467946
SYNRG,0.0,2.061977586792601
TIMM10B,0.0,2.0609392319612403
COQ4,0.0,2.0581112777605037
NBR1,0.0,2.0566186055062072
LNPEP,0.0,2.056600180421935
RWDD4,0.0,2.0551573612134755
LILRB1,0.0,2.0540799387991244
SNRNP25,0.0,2.0538495024316576
MLEC,0.0,2.052760195464299
STAT2,0.0,2.052562665144411
PLIN3,0.0,2.0510006998109764
DOCK10,0.0,2.0505368895961804
CTD-3184A7.4,0.0,2.0494327572139888
MSRA,0.0,2.0489126301229055
NUP107,0.0,2.048238513752595
KIAA1033,0.0,2.0463856666409597
MAGEF1,0.0,2.046032900282492
MRPL2,0.0,2.045987350087785
COPA,0.0,2.0456131609047987
USP1,0.0,2.044435544195459
NRROS,0.0,2.04411251224445
MSRB2,0.0,2.044067511516275
FTH1,0.0,2.044042194444292
EDEM2,0.0,2.0434718134064838
GOLT1B,0.0,2.0419974185168064
SBNO1,0.0,2.0412074609027924
CPQ,0.0,2.039788294036293
NEK7,0.0,2.0396426309810884
TSPAN3,0.0,2.039266882801832
SDCCAG8,0.0,2.037677502191372
YBEY,0.0,2.037420486436068
TOR1AIP1,0.0,2.036493637676143
IGLL5,0.0,2.036377084118969
MIIP,0.0,2.0359318783694063
WDR18,0.0,2.035727158804444
PPP1R8,0.0,2.0355665806212317
POLR2M,0.0,2.035343199419932
MRPS10,0.0,2.0351578006355635
CTBS,0.0,2.0338410463955126
TMEM170A,0.0,2.03309959865845
IST1,0.0,2.032820831331366
MPST,0.0,2.0328050960620296
C1GALT1,0.0,2.032632828827494
ZNF430,0.0,2.032571569399
SPTAN1,0.0,2.0316677975461084
ZCCHC9,0.0,2.031210003033703
SNRNP27,0.0,2.028499798615501
ITFG2,0.0,2.0283045672881452
DALRD3,0.0,2.027290293821992
ZNF276,0.0,2.027125008667457
IFIT2,0.0,2.0255021674472795
ARHGAP27,0.0,2.0243332153174802
HMCES,0.0,2.023139399310334
CTDNEP1,0.0,2.022404904955899
CCDC174,0.0,2.0222483306518257
ATPAF1,0.0,2.0221853352120323
ASH1L,0.0,2.0219662868880346
XPC,0.0,2.021496472308694
TMEM106C,0.0,2.0214200613876057
KMT2C,0.0,2.0213545743101
RNF34,0.0,2.0195420922021294
SYAP1,0.0,2.0189930338441266
CHD1,0.0,2.0186716126380473
CAPRIN1,0.0,2.0181575681944244
RRAGC,0.0,2.0179992078452544
INPP4A,0.0,2.0173812822268755
UBL4A,0.0,2.0172356240318674
CHMP6,0.0,2.0166245080780607
SMEK1,0.0,2.016311356851279
FRA10AC1,0.0,2.01629655154328
IL6R,0.0,2.015994664247538
DCPS,0.0,2.014625813659705
UBA1,0.0,2.0140555395836417
BOLA3,0.0,2.013849323222738
P2RX5,0.0,2.0131657152547557
KATNBL1,0.0,2.0129684746636216
FAM159A,0.0,2.0119434475980364
TOMM5,0.0,2.011182962841175
PCBD1,0.0,2.009767576377387
ATF3,0.0,2.008737856186096
CRYL1,0.0,2.0086415155712563
CAMK1,0.0,2.0077812848238388
PPP2R5A,0.0,2.006985115362026
GGA2,0.0,2.006195380318361
BIRC2,0.0,2.006115576085521
KMT2E-AS1,0.0,2.0039002895795623
UNC13D,0.0,2.003573954084541
DKC1,0.0,2.0035706183155075
CCNB1IP1,0.0,2.000217344075373
TAZ,0.0,1.9994958350395706
SHMT2,0.0,1.997548453335314
DENND1C,0.0,1.9965839737337563
C6orf226,0.0,1.9960251478087854
CBX1,0.0,1.9954556568983084
PNPLA2,0.0,1.9950218795686203
TMEM199,0.0,1.9946885721668886
AGA,0.0,1.9946116203735955
DCUN1D5,0.0,1.9945257277865387
TMIGD2,0.0,1.993357007315287
GNG7,0.0,1.9904637414357513
CYTH2,0.0,1.9902853658242723
CNTRL,0.0,1.9898886028869318
MAP3K8,0.0,1.989152162913551
CAMK2G,0.0,1.987869605118563
FBXL3,0.0,1.9856944089154374
TFDP1,0.0,1.9854485267406887
LMF2,0.0,1.9853636513916826
QTRT1,0.0,1.9852526332146467
APPL1,0.0,1.9834769522729576
CEPT1,0.0,1.9831841211412138
ZNFX1,0.0,1.9825744170731172
ZNF791,0.0,1.9817924088514942
NFKB1,0.0,1.9813452343564466
ASXL1,0.0,1.9811845685719351
NIP7,0.0,1.980863526748315
PTEN,0.0,1.9808099410890507
PARP10,0.0,1.9803266927340442
ASPSCR1,0.0,1.979080083156737
CLPTM1,0.0,1.97669891204108
RPL9,0.0,1.976470906846501
TDG,0.0,1.9763690907570086
LARS,0.0,1.9759745794211665
TWISTNB,0.0,1.9758757429135174
ARL1,0.0,1.975097125693876
PLEKHB2,0.0,1.9749050551556446
HSPA4,0.0,1.9725614950333898
FN3KRP,0.0,1.9713311078876776
GINM1,0.0,1.9701542258219547
TSSC1,0.0,1.9661572360317678
CTC-479C5.12,0.0,1.9653423813829827
TRPC4AP,0.0,1.9650379247938397
RABIF,0.0,1.9648000048571856
DUS3L,0.0,1.964663445417543
DEXI,0.0,1.9629324897028817
CECR5,0.0,1.9625926600390062
ZNF274,0.0,1.9615879291161933
GPS1,0.0,1.9601450300935714
C5orf15,0.0,1.9593709652646647
TUBA1C,0.0,1.9581629805974978
ABCE1,0.0,1.957631669712781
COPB2,0.0,1.9574848801707527
BLK,0.0,1.9562833080476116
BOD1,0.0,1.9549282215969392
PLEKHA1,0.0,1.954903087295374
SGSM3,0.0,1.9543127758650338
NAA50,0.0,1.9531100737384688
CD300LF,0.0,1.9530325782150013
NUP62,0.0,1.9530185557844675
RPS3A,0.0,1.9517466526282627
ATP5SL,0.0,1.9485360233929168
MLLT6,0.0,1.9479165601900412
RSAD2,0.0,1.9478322600271947
PTGES2,0.0,1.9471874620148002
C1orf50,0.0,1.9446041358540382
THEM4,0.0,1.9443748159808742
R3HCC1,0.0,1.943811408799429
UBTF,0.0,1.9437203523328175
REPIN1,0.0,1.9431735402300432
LAMP2,0.0,1.9428928955071167
SYNE1,0.0,1.941709714837989
LTV1,0.0,1.9411406424947026
RP11-664D1.1,0.0,1.939956739032182
PPP1R10,0.0,1.93931651960582
RPS28,0.0,1.9376308020037594
TRIM39,0.0,1.9372645911266086
IQSEC1,0.0,1.9370888898235838
ECHDC2,0.0,1.9368359964274975
MYCBP,0.0,1.93669340850286
CD81,0.0,1.935882712757236
SFI1,0.0,1.935130208628812
DHRS1,0.0,1.933175869807344
ZNF330,0.0,1.932982271757422
PRCC,0.0,1.9328710797617354
CTC-523E23.11,0.0,1.9324615683330015
RPP30,0.0,1.9311836843586385
FOPNL,0.0,1.9305486289392824
REXO4,0.0,1.9303512869127044
MAGEH1,0.0,1.9283759989638394
INPP5K,0.0,1.927838942239547
NSG1,0.0,1.9266492161888729
C14orf64,0.0,1.9257820964468786
ARMCX3,0.0,1.9245840180884481
MT1F,0.0,1.922691967870696
AASDHPPT,0.0,1.9225470576731636
CLINT1,0.0,1.922358320356187
WAC-AS1,0.0,1.921632090055957
RPP21,0.0,1.9210982008547965
SIGLEC10,0.0,1.9208493742039026
SOCS1,0.0,1.9205116206795376
COPB1,0.0,1.9204222798787907
XRRA1,0.0,1.9197873544826436
THEMIS,0.0,1.9195102673978885
EPN1,0.0,1.9181880681465984
COPS2,0.0,1.9178528398428265
MLXIP,0.0,1.9174662413356005
CNOT4,0.0,1.9171804100342256
UTP6,0.0,1.9170327302427248
FARSA,0.0,1.9163134990431268
CBFB,0.0,1.9157686479780005
GBP4,0.0,1.9157573987866154
TACC3,0.0,1.9122791649826334
SLC52A2,0.0,1.9106256021618078
PCMTD1,0.0,1.9103750568665887
MAPK14,0.0,1.9103130592011022
EHD4,0.0,1.9087970635089067
MARCH6,0.0,1.9082739890413616
ELF2,0.0,1.9076689763114705
ACIN1,0.0,1.9075849840181927
ARL16,0.0,1.9063224466922568
RPS5,0.0,1.905719215948934
DNAJC5,0.0,1.9048896021367305
CD36,0.0,1.904422285603263
MPDU1,0.0,1.9043793621778535
BHLHE40,0.0,1.903157116059273
LRBA,0.0,1.901274989101024
SPG7,0.0,1.8989756780772573
CUL4A,0.0,1.8982284774855465
FH,0.0,1.8981388967396795
RNF44,0.0,1.8977565950938504
ATXN3,0.0,1.897433688964596
ZNF775,0.0,1.896740051113093
ACSS1,0.0,1.8966790737357906
GDE1,0.0,1.8963689389278555
HDGF,0.0,1.8955114813906375
API5,0.0,1.8954426983734238
SETD5,0.0,1.8954275864911656
HDAC10,0.0,1.8945273137003047
SERPINB9,0.0,1.894041341779395
CERK,0.0,1.893216406388162
GTPBP4,0.0,1.8919329445934188
UBA52,0.0,1.891685598619409
NPRL2,0.0,1.891562308203142
CTBP1,0.0,1.8913500561849936
MARCH2,0.0,1.890895008048914
SPPL2A,0.0,1.8897183473745742
GPN1,0.0,1.888656077359994
CCDC50,0.0,1.8872835214600214
ISG20L2,0.0,1.8871886372621165
CREB1,0.0,1.886778609027632
MAGOHB,0.0,1.886729677122975
KIN,0.0,1.8864748641409408
BCAS4,0.0,1.8862622115752137
ERGIC2,0.0,1.885128091191804
DEF8,0.0,1.8843240198042774
TBRG4,0.0,1.882187338691445
C21orf2,0.0,1.8815011238053316
RUVBL2,0.0,1.8813020010516177
ARHGEF40,0.0,1.8797685108844693
PRKD2,0.0,1.8790721723300243
TMEM71,0.0,1.8789472903503914
ARIH2,0.0,1.8784276368574526
SPSB2,0.0,1.877290435080573
RNF141,0.0,1.8771834183883702
GLT8D1,0.0,1.8770476704426842
ETNK1,0.0,1.876356105121842
LMBRD1,0.0,1.8762506462306443
TCEA2,0.0,1.8762390857000608
XAB2,0.0,1.8761928252427393
MCM3,0.0,1.8759192108468419
PARVB,0.0,1.8754404444038808
NDEL1,0.0,1.8753143213545187
FAM175A,0.0,1.8752948494900854
EFCAB14,0.0,1.8750514157404947
LPCAT1,0.0,1.8749380195366432
AKAP17A,0.0,1.8741759858222435
GEMIN7,0.0,1.8740519977003631
SETD3,0.0,1.8738365668784607
DNAJB12,0.0,1.8722045771801763
FBXO6,0.0,1.8721682165098212
PET117,0.0,1.871605804924009
UFL1,0.0,1.870974607482223
RP11-169K16.9,0.0,1.8707328583788079
MRPS28,0.0,1.8671910211850853
DYNC1H1,0.0,1.8664822524803273
PML,0.0,1.8664486330835184
KAT6A,0.0,1.8660095680323052
RFC1,0.0,1.8658568564632119
STK25,0.0,1.8644353343754836
C16orf54,0.0,1.863988683618565
APBA2,0.0,1.8631625570715824
RBM33,0.0,1.8624987605761876
HCFC1R1,0.0,1.8619707225376543
IKBKE,0.0,1.8616956017912083
IKBIP,0.0,1.8612307208209173
RXRA,0.0,1.8608502645306735
UBE3A,0.0,1.8605523839277622
CYSTM1,0.0,1.8600306181249293
DERA,0.0,1.8594084434733933
ELP2,0.0,1.858954302954657
CD1D,0.0,1.8584981010384036
SMC4,0.0,1.8584395374332952
ALDH16A1,0.0,1.8582671392394559
EPHX2,0.0,1.8581043602224188
SCGB3A1,0.0,1.857267278692602
SWAP70,0.0,1.8558010036812116
COMMD10,0.0,1.8549562912306603
KLF12,0.0,1.8533290643732259
TFPT,0.0,1.8532168244673635
TRAPPC12,0.0,1.8531158266123917
RNF4,0.0,1.8514927470499825
RP11-94L15.2,0.0,1.8498058592494726
USP48,0.0,1.849263597848805
CAMK1D,0.0,1.8491516093428326
TNFSF12,0.0,1.847264985080024
